bedrooms,bathrooms,sqft_living,sqft_living_carre,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_above_carre,sqft_basement,sqft_basement_carre,zipcode,sqft_living15,sqft_lot15,month,price
2,2.5,1830,3348900,8107,1.0,0,0,5,7,930,864900,900,810000,98125,1260,6960,8,460000.0
4,3.5,1800,3240000,6400,2.0,0,2,3,8,1800,3240000,0,0,98112,1700,4736,7,958000.0
5,1.75,2460,6051600,6846,1.5,0,0,5,7,1340,1795600,1120,1254400,98108,1410,4800,6,445000.0
3,2.5,1670,2788900,3565,2.0,0,0,3,7,1670,2788900,0,0,98072,1510,3770,5,373000.0
4,2.25,2660,7075600,7957,1.0,0,0,4,8,1750,3062500,910,828100,98011,1890,8250,4,525000.0
3,2.5,2850,8122500,12593,2.0,0,0,3,9,2850,8122500,0,0,98023,2850,9435,8,364988.0
2,1.0,820,672400,8370,1.0,0,0,4,7,820,672400,0,0,98177,1410,8370,8,324000.0
4,3.0,2350,5522500,5627,1.0,0,0,5,8,1490,2220100,860,739600,98118,2020,5627,3,625000.0
3,1.75,1480,2190400,7830,1.0,0,0,3,7,1480,2190400,0,0,98022,1130,7553,9,237500.0
6,2.25,2930,8584900,15949,1.0,0,0,4,8,1730,2992900,1200,1440000,98034,1730,8550,8,429300.0
3,1.0,1250,1562500,6250,1.0,0,0,2,7,1030,1060900,220,48400,98108,1130,6250,5,155000.0
4,2.75,2760,7617600,8160,1.5,0,2,4,8,1780,3168400,980,960400,98177,2720,8160,2,614000.0
3,2.5,2380,5664400,3332,2.0,0,0,3,9,2380,5664400,0,0,98034,2590,4382,3,650000.0
3,2.0,1730,2992900,12219,1.0,0,0,4,7,1730,2992900,0,0,98004,2470,13594,7,625000.0
3,2.25,1670,2788900,6414,1.0,0,0,4,8,1670,2788900,0,0,98117,2130,7035,3,587100.0
4,2.5,2150,4622500,37647,2.0,0,0,3,8,2150,4622500,0,0,98042,2410,42193,6,380000.0
2,1.0,930,864900,5760,1.0,0,0,3,6,730,532900,200,40000,98118,1970,5760,5,479500.0
1,1.0,620,384400,2380,1.0,0,0,3,6,620,384400,0,0,98115,980,3570,3,382888.0
4,4.25,1960,3841600,3565,2.0,0,0,3,7,1960,3841600,0,0,98116,1920,5750,5,540000.0
4,2.75,2550,6502500,8632,1.0,0,0,3,8,1700,2890000,850,722500,98033,2550,9534,5,691000.0
3,2.0,1990,3960100,3990,1.0,0,0,5,7,1130,1276900,860,739600,98103,1710,4000,6,760500.0
4,2.5,3550,12602500,10968,2.0,0,0,3,9,3550,12602500,0,0,98065,3550,8583,4,685000.0
3,1.0,860,739600,33664,1.0,0,0,4,6,860,739600,0,0,98001,1290,18287,9,199129.0
3,3.0,2031,4124961,7702,2.0,0,0,3,9,2031,4124961,0,0,98023,2390,7700,7,335000.0
3,2.0,1590,2528100,35988,1.0,0,0,4,8,1590,2528100,0,0,98058,2780,23789,6,305100.0
4,2.25,3010,9060100,12202,1.0,0,0,4,9,3010,9060100,0,0,98005,2480,10143,3,830000.0
3,2.5,2610,6812100,8481,2.0,0,0,3,10,2610,6812100,0,0,98006,3140,10008,1,810000.0
3,2.25,1440,2073600,15661,1.0,0,0,3,8,1180,1392400,260,67600,98074,1440,13963,1,500000.0
3,1.75,1920,3686400,5405,1.0,0,2,4,7,960,921600,960,921600,98126,1190,5405,5,490000.0
2,1.75,1670,2788900,4200,2.0,0,0,3,7,1670,2788900,0,0,98116,1340,2875,10,490000.0
4,1.75,1390,1932100,10660,1.0,0,0,4,7,1030,1060900,360,129600,98198,1800,11960,9,272000.0
3,2.25,2140,4579600,7200,2.0,0,0,4,7,2140,4579600,0,0,98031,1890,7455,9,280000.0
3,1.0,1250,1562500,6180,1.5,0,0,3,7,1250,1562500,0,0,98155,1490,6180,6,233000.0
3,1.0,1080,1166400,6000,1.0,0,0,4,7,1080,1166400,0,0,98133,1200,7210,6,275000.0
3,3.25,2760,7617600,6420,2.0,0,2,3,9,2110,4452100,650,422500,98031,2030,7725,7,375000.0
3,2.75,2180,4752400,3703,2.0,0,0,3,8,2180,4752400,0,0,98011,2190,3963,8,445000.0
3,2.5,1260,1587600,1125,3.0,0,0,3,8,1260,1587600,0,0,98107,1360,1250,9,437500.0
4,1.0,1610,2592100,6000,1.5,0,0,4,7,1510,2280100,100,10000,98118,1430,6000,5,426250.0
3,1.5,2450,6002500,12497,1.0,0,0,4,7,2450,6002500,0,0,98065,1560,11700,6,358000.0
4,3.5,4150,17222500,49503,2.0,0,0,3,11,4150,17222500,0,0,98053,3330,60137,10,1175000.0
2,1.0,960,921600,8276,1.0,0,0,3,5,960,921600,0,0,98027,1620,6000,4,305000.0
2,1.75,1340,1795600,4664,1.0,0,0,3,8,1340,1795600,0,0,98053,1350,4236,5,415000.0
11,3.0,3000,9000000,4960,2.0,0,0,3,7,2400,5760000,600,360000,98106,1420,4960,8,520000.0
4,3.5,3080,9486400,5974,2.0,0,0,3,9,3080,9486400,0,0,98075,2950,5425,10,733000.0
3,1.0,1130,1276900,8159,1.0,0,0,4,7,1130,1276900,0,0,98133,1570,8162,3,411500.0
3,1.75,2280,5198400,16671,1.5,0,0,4,6,1760,3097600,520,270400,98034,1850,9351,9,540000.0
3,1.5,1952,3810304,8613,1.0,0,0,4,7,1652,2729104,300,90000,98032,1400,8712,2,270500.0
2,1.5,1280,1638400,1256,2.0,0,0,3,8,1200,1440000,80,6400,98107,1390,1256,4,422250.0
5,3.25,3690,13616100,12353,2.0,0,0,5,9,3690,13616100,0,0,98155,2290,9082,5,655000.0
5,3.25,4610,21252100,10576,2.0,0,3,3,11,3310,10956100,1300,1690000,98027,4042,8321,8,1200000.0
3,2.5,2920,8526400,169448,2.5,0,0,3,9,2920,8526400,0,0,98022,2360,326097,8,550000.0
2,2.25,1230,1512900,929,2.0,0,0,3,8,1020,1040400,210,44100,98122,1270,1370,5,460000.0
4,1.5,1580,2496400,6200,1.0,0,0,3,6,790,624100,790,624100,98178,1320,6499,10,159075.0
2,1.0,1220,1488400,4000,1.5,0,0,4,6,1220,1488400,0,0,98103,1580,4000,12,470000.0
2,1.0,1020,1040400,7920,1.0,0,0,3,6,1020,1040400,0,0,98108,1530,6900,7,235000.0
2,1.5,1510,2280100,9843,1.0,0,0,4,7,1510,2280100,0,0,98188,1590,9368,9,309950.0
4,1.75,1830,3348900,9600,1.0,0,0,4,7,1010,1020100,820,672400,98006,1910,11100,5,433000.0
3,2.5,2750,7562500,10000,1.0,0,3,3,8,1650,2722500,1100,1210000,98006,2490,10000,2,895000.0
3,1.5,1860,3459600,60960,1.0,0,0,4,7,1140,1299600,720,518400,98042,2170,82764,6,291000.0
3,2.5,2720,7398400,13124,2.0,0,0,3,9,2720,7398400,0,0,98052,2760,16200,2,835000.0
2,1.0,1360,1849600,5000,1.0,0,0,3,7,1200,1440000,160,25600,98199,1540,4000,1,640000.0
3,2.25,2340,5475600,14279,1.0,0,0,3,8,1340,1795600,1000,1000000,98006,2340,13600,1,438000.0
4,2.5,2600,6760000,9935,2.0,0,0,3,8,2600,6760000,0,0,98059,2830,7620,7,540000.0
4,2.5,2090,4368100,7434,1.0,0,0,3,7,1090,1188100,1000,1000000,98146,1260,8404,3,325000.0
4,1.75,2260,5107600,7200,1.5,0,0,5,7,1360,1849600,900,810000,98056,1410,7465,1,380000.0
2,1.0,1390,1932100,5544,1.0,0,0,3,7,930,864900,460,211600,98105,1710,6200,11,510000.0
4,2.5,2300,5290000,7707,2.0,0,0,3,8,2300,5290000,0,0,98038,2320,6035,8,380000.0
4,2.5,2810,7896100,9800,1.0,0,0,4,8,1710,2924100,1100,1210000,98006,2800,9800,6,825000.0
4,3.25,4060,16483600,52707,2.0,0,0,4,9,4060,16483600,0,0,98077,3100,50755,9,880000.0
3,3.0,2790,7784100,13295,2.0,1,4,4,10,2370,5616900,420,176400,98006,3140,11949,3,1800000.0
3,1.0,1290,1664100,6380,1.5,0,0,3,7,1290,1664100,0,0,98115,1630,6380,1,790000.0
2,1.5,720,518400,4346,1.0,0,0,4,6,720,518400,0,0,98106,790,4346,12,287000.0
3,3.0,2130,4536900,5000,1.5,0,0,3,7,1570,2464900,560,313600,98118,1638,4500,9,509000.0
3,2.25,1750,3062500,8400,1.0,0,0,3,7,1350,1822500,400,160000,98188,2020,9110,9,270000.0
3,2.0,960,921600,9380,1.0,0,0,3,6,960,921600,0,0,98146,1460,9240,7,210000.0
3,1.0,1570,2464900,11752,1.5,0,0,5,8,1570,2464900,0,0,98133,2010,8291,11,415000.0
3,2.5,3070,9424900,14400,1.0,0,3,5,9,1720,2958400,1350,1822500,98198,2020,18211,12,550000.0
4,2.5,2920,8526400,5500,1.0,0,3,3,10,2030,4120900,890,792100,98199,3790,5500,7,1250000.0
3,1.0,1870,3496900,4984,1.0,0,0,3,7,1120,1254400,750,562500,98116,1650,5750,8,499950.0
3,1.5,1540,2371600,5040,2.0,0,0,3,8,1540,2371600,0,0,98122,1590,3600,9,659000.0
2,1.5,1440,2073600,22081,2.0,0,0,3,7,1440,2073600,0,0,98019,1440,19544,3,265000.0
4,3.75,2810,7896100,10840,2.0,0,2,4,8,2070,4284900,740,547600,98045,2370,11248,6,492000.0
4,2.5,2450,6002500,7700,1.0,0,0,3,8,1250,1562500,1200,1440000,98040,2450,8000,8,715000.0
2,1.0,1330,1768900,28270,1.5,0,0,3,6,1330,1768900,0,0,98168,1210,6926,3,175000.0
4,3.5,3130,9796900,52322,2.0,0,0,3,9,2430,5904900,700,490000,98005,3200,5820,11,975000.0
1,1.0,730,532900,5005,1.0,0,0,4,5,730,532900,0,0,98117,1630,5667,10,306950.0
4,2.0,2480,6150400,3680,1.5,0,0,4,7,1470,2160900,1010,1020100,98116,1500,5750,4,630000.0
3,1.0,1270,1612900,8792,1.0,0,0,5,7,1270,1612900,0,0,98056,1780,8792,1,367500.0
3,3.25,2230,4972900,5460,1.0,0,1,4,8,1430,2044900,800,640000,98136,2070,5600,3,699950.0
3,3.0,2880,8294400,3750,2.0,0,0,3,9,2220,4928400,660,435600,98122,1910,4000,4,1000000.0
4,2.5,2434,5924356,4400,2.0,0,0,3,8,2434,5924356,0,0,98001,2434,4400,10,285000.0
2,1.5,1120,1254400,1312,2.0,0,0,3,7,1000,1000000,120,14400,98106,1560,1314,1,215000.0
4,2.5,4080,16646400,11054,2.0,0,0,3,11,4080,16646400,0,0,98059,3520,11914,3,1050000.0
4,2.75,3720,13838400,9450,1.0,0,4,5,10,1960,3841600,1760,3097600,98006,2900,8605,5,1370000.0
3,1.0,1430,2044900,7599,1.5,0,0,4,6,1010,1020100,420,176400,98168,1290,10320,4,235000.0
3,2.0,1560,2433600,2589,1.0,0,0,3,7,790,624100,770,592900,98103,1450,3893,4,604000.0
3,1.75,1700,2890000,8400,1.0,0,0,3,8,1460,2131600,240,57600,98199,2010,7000,5,750000.0
4,2.25,2510,6300100,9963,1.0,0,0,4,9,2200,4840000,310,96100,98005,3110,9963,11,800000.0
5,2.0,2600,6760000,3750,1.5,0,0,4,6,1400,1960000,1200,1440000,98105,1700,3750,1,580000.0
1,1.0,790,624100,4590,1.0,0,0,3,6,790,624100,0,0,98118,1070,4590,12,350000.0
4,2.0,1710,2924100,7490,2.0,0,0,3,7,1320,1742400,390,152100,98166,1880,7704,12,353750.0
5,2.75,2660,7075600,8737,1.0,0,4,5,8,1470,2160900,1190,1416100,98006,3280,8783,6,1100000.0
4,2.0,1470,2160900,10291,1.0,0,0,4,7,1470,2160900,0,0,98008,1460,9601,2,465000.0
3,2.0,2350,5522500,5080,1.5,0,0,3,8,1780,3168400,570,324900,98118,1700,5080,5,568000.0
5,2.0,2440,5953600,3080,2.0,0,0,4,8,2440,5953600,0,0,98112,1640,3077,11,1005000.0
3,1.5,1150,1322500,11571,1.0,0,0,3,7,1150,1322500,0,0,98168,1630,11571,9,213500.0
3,2.5,1510,2280100,10384,1.0,0,0,2,7,1030,1060900,480,230400,98077,1490,10000,6,250000.0
2,1.0,870,756900,4600,1.0,0,0,4,7,870,756900,0,0,98126,930,4600,7,357000.0
2,2.0,1280,1638400,4095,2.0,0,0,4,8,1280,1638400,0,0,98136,1470,5500,9,425000.0
3,2.5,2600,6760000,7465,2.0,0,0,3,9,2600,6760000,0,0,98011,2660,7683,6,571000.0
3,2.25,2030,4120900,7350,1.0,0,0,4,7,1190,1416100,840,705600,98052,1950,7350,5,588000.0
4,1.5,1930,3724900,15531,2.0,0,0,3,7,1930,3724900,0,0,98003,1580,7800,5,275000.0
3,2.75,3210,10304100,15939,2.0,0,1,3,10,3210,10304100,0,0,98023,2870,15939,2,565000.0
3,1.75,1970,3880900,9135,1.0,0,0,4,7,1370,1876900,600,360000,98011,1880,9650,3,460000.0
4,2.5,4060,16483600,9734,1.0,0,4,3,9,2150,4622500,1910,3648100,98028,2750,10370,6,603500.0
3,2.5,3316,10995856,11447,2.0,0,0,3,9,3316,10995856,0,0,98023,3000,11447,7,490600.0
2,2.0,1460,2131600,9052,1.0,0,2,5,6,1460,2131600,0,0,98033,2554,7834,6,1010000.0
4,2.0,2100,4410000,12620,1.0,0,0,4,7,2100,4410000,0,0,98034,1720,7840,8,500000.0
4,2.25,1830,3348900,6136,2.0,0,0,3,7,1830,3348900,0,0,98030,1830,7664,6,249000.0
3,2.0,1530,2340900,8700,1.0,0,0,4,7,1530,2340900,0,0,98055,1960,7600,6,235000.0
4,2.0,1490,2220100,13736,1.0,0,0,4,6,1490,2220100,0,0,98125,2040,7200,1,410000.0
2,1.0,860,739600,6050,1.0,0,0,3,7,860,739600,0,0,98116,1130,6050,7,370000.0
5,2.5,2130,4536900,7111,1.0,0,0,3,7,1330,1768900,800,640000,98059,1840,7592,9,360000.0
5,2.25,3580,12816400,16789,2.0,0,0,5,9,3580,12816400,0,0,98040,3390,17000,12,1406890.0
4,2.5,2420,5856400,3825,2.0,0,0,3,8,2420,5856400,0,0,98042,1880,4250,11,298000.0
4,2.25,1900,3610000,7200,1.0,0,0,3,8,1370,1876900,530,280900,98146,2030,8008,7,485000.0
3,1.75,1330,1768900,9143,1.0,0,0,3,7,1330,1768900,0,0,98006,1950,10384,8,400000.0
3,2.5,2150,4622500,4604,2.0,0,0,3,8,2150,4622500,0,0,98075,2280,4253,8,580000.0
2,2.5,1370,1876900,1140,2.0,0,0,3,8,1080,1166400,290,84100,98133,1340,1050,8,355000.0
3,2.5,2430,5904900,12997,2.0,0,0,3,9,2430,5904900,0,0,98011,2720,12500,7,650000.0
4,1.0,1640,2689600,8467,1.0,0,2,4,6,1220,1488400,420,176400,98056,1060,7396,9,261490.0
3,1.0,1010,1020100,7200,1.0,0,0,3,7,1010,1020100,0,0,98034,1120,7200,7,347000.0
3,1.0,1500,2250000,4100,1.5,0,0,3,7,1370,1876900,130,16900,98107,1500,4100,5,485000.0
3,2.5,1740,3027600,1251,2.0,0,0,3,9,1180,1392400,560,313600,98199,1740,1625,10,601000.0
3,3.25,2090,4368100,51212,1.0,0,0,3,8,1510,2280100,580,336400,98092,2690,40820,4,380000.0
3,3.0,1850,3422500,12556,2.0,0,0,3,9,1850,3422500,0,0,98074,2390,12474,8,565000.0
3,2.5,2790,7784100,21043,2.0,0,0,3,9,2790,7784100,0,0,98053,2900,34589,3,750000.0
3,2.25,1480,2190400,7200,1.0,0,0,3,7,1190,1416100,290,84100,98023,1830,7200,1,291000.0
3,2.5,2280,5198400,12498,2.0,0,0,4,9,2280,5198400,0,0,98029,2330,8844,11,560000.0
4,2.25,3180,10112400,9600,2.0,0,0,3,10,3180,10112400,0,0,98074,2840,10739,3,725000.0
3,2.0,2350,5522500,209088,1.0,0,0,3,7,2350,5522500,0,0,98014,2300,209088,9,539000.0
5,3.25,3910,15288100,7077,2.0,0,0,3,9,2710,7344100,1200,1440000,98038,2650,7077,7,470000.0
2,1.0,770,592900,7434,1.0,0,0,3,6,770,592900,0,0,98155,1060,7453,1,264950.0
4,1.5,1780,3168400,8000,2.0,0,0,4,6,1080,1166400,700,490000,98010,1750,9147,2,200000.0
5,2.5,2300,5290000,23345,1.0,0,0,5,7,1170,1368900,1130,1276900,98059,2280,23345,6,453500.0
2,2.5,2510,6300100,17986,2.0,0,0,3,9,2510,6300100,0,0,98052,2440,8039,8,811000.0
3,3.25,1410,1988100,1350,3.0,0,0,3,8,1410,1988100,0,0,98103,1410,1253,9,425000.0
4,2.25,4250,18062500,16940,1.0,0,2,4,9,2380,5664400,1870,3496900,98040,3460,17693,9,1530000.0
4,2.75,2560,6553600,83200,1.0,0,0,3,8,1860,3459600,700,490000,98072,1990,38332,12,562000.0
3,2.5,1760,3097600,7601,2.0,0,0,3,8,1760,3097600,0,0,98003,1920,6851,7,281000.0
3,2.25,2100,4410000,14027,2.0,0,0,3,8,2100,4410000,0,0,98042,2730,5999,10,270000.0
3,1.0,1490,2220100,8239,1.0,0,0,4,6,1490,2220100,0,0,98023,1200,8470,8,205950.0
2,1.0,870,756900,5400,1.0,0,0,3,6,870,756900,0,0,98126,990,5200,6,310000.0
3,1.75,1260,1587600,1111,2.0,0,0,3,8,1260,1587600,0,0,98029,1410,1630,3,350000.0
4,2.0,2630,6916900,16475,2.0,0,0,4,8,2630,6916900,0,0,98004,2670,15001,6,843500.0
4,2.0,1950,3802500,3757,1.0,0,0,4,6,1160,1345600,790,624100,98118,1720,3757,5,370000.0
4,2.0,2200,4840000,7700,1.0,0,0,3,7,1100,1210000,1100,1210000,98058,1790,7700,6,279000.0
3,1.75,1600,2560000,313672,1.0,0,0,4,7,1600,2560000,0,0,98058,1780,90860,1,408000.0
3,1.0,1230,1512900,9600,1.0,0,0,3,7,1230,1512900,0,0,98118,1510,6600,1,392000.0
2,1.0,1030,1060900,5000,1.0,0,0,5,6,1030,1060900,0,0,98107,1550,5000,9,455000.0
2,1.5,1040,1081600,83199,1.0,0,0,4,7,870,756900,170,28900,98070,1760,75794,11,310000.0
3,3.0,2240,5017600,11536,2.0,0,0,3,7,2240,5017600,0,0,98178,1650,8760,9,323500.0
3,1.0,1600,2560000,4489,1.0,0,2,3,6,800,640000,800,640000,98126,1640,6013,9,364500.0
4,2.0,2190,4796100,14439,1.0,0,0,4,7,1180,1392400,1010,1020100,98001,2160,14439,5,280000.0
3,1.75,1899,3606201,11325,2.0,0,0,3,7,1899,3606201,0,0,98198,2000,10454,12,289900.0
3,1.0,1870,3496900,2807,1.5,0,0,4,7,1580,2496400,290,84100,98107,1640,4500,6,585000.0
3,2.5,1730,2992900,6653,1.0,0,0,4,7,1360,1849600,370,136900,98042,1730,7061,9,269000.0
3,2.25,1860,3459600,9210,2.0,0,0,3,7,1860,3459600,0,0,98038,1530,8091,8,280000.0
3,1.75,1940,3763600,9000,1.0,0,0,3,7,1290,1664100,650,422500,98055,1900,9120,4,287000.0
2,1.0,670,448900,5140,1.0,0,0,3,6,670,448900,0,0,98126,850,5140,8,183000.0
3,1.0,1820,3312400,8142,1.0,0,0,3,7,1040,1081600,780,608400,98168,1820,8142,12,309000.0
4,2.5,3810,14516100,13579,2.0,0,0,3,10,3810,14516100,0,0,98007,3310,9270,10,920000.0
5,2.25,2060,4243600,4800,2.5,0,0,3,8,2060,4243600,0,0,98105,1740,4800,9,815241.0
3,1.75,1520,2310400,7252,1.0,0,0,3,7,1140,1299600,380,144400,98072,1910,7820,11,405000.0
5,3.5,3450,11902500,19080,2.0,0,3,3,9,3450,11902500,0,0,98022,2570,17007,4,525000.0
2,1.0,830,688900,4045,1.0,0,0,3,6,830,688900,0,0,98106,1100,4116,7,150000.0
4,1.75,1880,3534400,9600,1.0,0,0,5,7,1020,1040400,860,739600,98001,1560,14400,9,240000.0
4,2.25,2200,4840000,11250,1.5,0,0,5,7,1300,1690000,900,810000,98033,2320,10814,5,698000.0
3,2.0,1800,3240000,10950,1.0,0,0,4,8,1800,3240000,0,0,98006,2400,11300,3,440000.0
3,1.0,1200,1440000,12500,1.5,0,0,3,6,1200,1440000,0,0,98198,1200,7500,4,204000.0
3,2.0,2220,4928400,6641,1.0,0,2,4,7,1220,1488400,1000,1000000,98199,1800,5900,5,875000.0
3,1.5,1380,1904400,4500,1.0,0,0,5,7,1380,1904400,0,0,98040,1590,9000,7,650000.0
3,1.0,1660,2755600,8839,1.0,0,0,4,7,1660,2755600,0,0,98155,1230,9236,4,392500.0
4,1.0,2320,5382400,4000,1.5,0,0,3,6,1310,1716100,1010,1020100,98144,1750,4000,10,400000.0
3,2.25,2800,7840000,17300,1.0,0,0,4,8,1420,2016400,1380,1904400,98006,2140,12650,4,653000.0
4,1.0,1210,1464100,3760,1.5,0,0,3,6,1210,1464100,0,0,98103,1540,3800,5,452000.0
4,2.5,2331,5433561,3826,2.0,0,0,3,8,2331,5433561,0,0,98058,2441,3826,5,345000.0
4,1.75,1820,3312400,6930,1.0,0,2,4,7,1320,1742400,500,250000,98178,1820,6825,12,350000.0
4,2.5,2860,8179600,5576,2.0,0,0,3,8,2860,8179600,0,0,98028,2290,10667,7,650000.0
5,3.0,2750,7562500,3800,1.5,0,0,5,7,1750,3062500,1000,1000000,98115,1900,3800,5,525000.0
5,3.0,2750,7562500,3800,1.5,0,0,5,7,1750,3062500,1000,1000000,98115,1900,3800,1,840000.0
3,2.5,2280,5198400,5000,2.0,0,3,4,9,2280,5198400,0,0,98105,2200,5000,11,1325000.0
4,2.0,1610,2592100,6650,1.0,0,0,3,7,1610,2592100,0,0,98023,1960,6650,1,259950.0
5,3.5,3760,14137600,10207,2.0,0,0,3,10,3150,9922500,610,372100,98040,3550,12118,2,998000.0
3,3.0,2940,8643600,4622,2.0,0,0,4,9,2230,4972900,710,504100,98105,1580,4000,6,1070000.0
4,3.0,4460,19891600,6833,2.0,0,0,3,10,3140,9859600,1320,1742400,98112,3130,7450,7,1910000.0
3,1.5,1110,1232100,1150,2.0,0,0,3,8,940,883600,170,28900,98144,1380,1751,3,190500.0
3,2.25,2560,6553600,117176,1.0,0,0,4,9,1280,1638400,1280,1638400,98027,2760,57063,11,465000.0
3,1.0,1060,1123600,7419,1.0,0,2,4,6,1060,1123600,0,0,98177,2190,5953,2,370000.0
6,4.5,2810,7896100,11214,1.0,0,0,3,8,2010,4040100,800,640000,98031,1940,8349,7,290000.0
3,1.75,1380,1904400,4590,1.0,0,0,2,7,930,864900,450,202500,98115,1320,4692,11,350000.0
3,1.75,1380,1904400,4590,1.0,0,0,2,7,930,864900,450,202500,98115,1320,4692,3,740000.0
3,1.75,2560,6553600,8400,1.0,0,0,3,7,1970,3880900,590,348100,98011,1970,8400,10,460000.0
3,1.0,1010,1020100,10800,1.0,0,0,4,7,1010,1020100,0,0,98045,1370,9500,8,290000.0
3,1.5,1790,3204100,229125,2.0,0,3,3,7,1790,3204100,0,0,98022,1970,216928,9,475000.0
3,2.5,1600,2560000,2231,2.0,0,0,3,7,1600,2560000,0,0,98001,1600,2962,9,214000.0
2,1.0,910,828100,5759,1.0,0,0,3,6,910,828100,0,0,98125,1520,7518,5,455000.0
3,2.5,2497,6235009,4400,2.0,0,0,3,8,2497,6235009,0,0,98001,2434,4400,7,275000.0
3,1.5,1800,3240000,12196,1.0,0,0,4,7,1800,3240000,0,0,98023,1490,11730,7,305000.0
5,2.5,2570,6604900,61855,1.0,0,0,4,7,1470,2160900,1100,1210000,98092,1990,49658,4,449000.0
3,2.5,1320,1742400,4320,1.0,0,0,3,6,660,435600,660,435600,98106,1190,4200,10,366000.0
3,2.5,1670,2788900,5090,2.0,0,0,3,7,1670,2788900,0,0,98056,2560,4851,3,348000.0
4,2.5,2800,7840000,21370,2.0,0,0,3,8,2800,7840000,0,0,98028,1880,9336,12,515000.0
4,2.5,3360,11289600,11548,2.0,0,0,3,9,3360,11289600,0,0,98033,3400,14091,6,950000.0
3,2.5,2590,6708100,21494,2.0,0,0,4,8,2590,6708100,0,0,98074,2590,10720,7,815000.0
3,3.0,1530,2340900,2132,2.0,0,0,3,8,1530,2340900,0,0,98038,1530,3384,1,199950.0
3,2.0,1330,1768900,8100,1.0,0,0,4,7,1330,1768900,0,0,98034,1590,8100,6,386000.0
3,2.25,2160,4665600,7964,2.0,0,0,3,8,2160,4665600,0,0,98042,2000,7964,1,273000.0
4,2.5,1830,3348900,6360,2.0,0,0,3,8,1830,3348900,0,0,98031,1830,6596,3,284000.0
3,1.0,1470,2160900,7930,1.0,0,0,3,7,1070,1144900,400,160000,98177,1440,8100,8,399950.0
3,1.75,1150,1322500,6423,1.0,0,0,3,5,590,348100,560,313600,98115,1150,8367,1,285000.0
3,2.5,1790,3204100,6452,2.0,0,0,3,7,1790,3204100,0,0,98038,1610,3600,4,315000.0
3,1.0,1700,2890000,7700,1.0,0,0,3,7,1120,1254400,580,336400,98168,1700,8800,8,250000.0
4,2.0,1630,2656900,7618,1.5,0,0,3,7,1630,2656900,0,0,98198,1320,8774,3,290000.0
4,2.5,3420,11696400,30410,2.0,0,0,3,9,3420,11696400,0,0,98077,2940,45916,6,725000.0
3,2.0,1650,2722500,9641,1.5,0,0,3,7,1650,2722500,0,0,98034,1940,6701,5,410000.0
4,2.5,2810,7896100,52062,1.5,0,0,4,9,2810,7896100,0,0,98075,3330,49783,8,855000.0
4,2.5,2710,7344100,8127,2.0,0,0,3,8,2710,7344100,0,0,98038,2520,8436,7,399900.0
4,2.5,3320,11022400,11901,2.0,0,0,5,9,2650,7022500,670,448900,98006,2700,11114,6,852600.0
2,1.0,720,518400,6321,1.0,0,0,3,6,720,518400,0,0,98118,920,5684,8,235000.0
2,1.0,930,864900,12724,1.0,0,0,4,6,930,864900,0,0,98014,1240,21828,8,230950.0
3,2.25,1490,2220100,8722,2.0,0,0,3,7,1490,2220100,0,0,98030,1510,8061,3,230000.0
3,2.5,1690,2856100,1609,2.0,0,0,3,8,1150,1322500,540,291600,98029,1690,1860,7,404763.0
3,2.5,1720,2958400,3407,2.0,0,0,3,7,1720,2958400,0,0,98031,1720,3407,9,245000.0
3,1.5,1140,1299600,8500,1.0,0,0,4,7,1140,1299600,0,0,98022,1600,8500,1,188000.0
4,2.5,2280,5198400,7219,2.0,0,0,4,8,2280,5198400,0,0,98029,2240,7471,12,626100.0
3,1.0,1100,1210000,4080,1.0,0,0,4,7,900,810000,200,40000,98103,1170,4080,3,428750.0
4,2.25,1800,3240000,8623,1.0,0,0,4,8,1360,1849600,440,193600,98033,2370,8623,5,522000.0
4,2.5,2500,6250000,8434,2.0,0,0,4,8,2500,6250000,0,0,98052,1900,8131,3,684000.0
3,2.25,2950,8702500,7232,1.0,0,2,3,8,1520,2310400,1430,2044900,98136,2130,7140,4,1065500.0
1,1.0,1940,3763600,6300,1.0,0,3,3,8,1940,3763600,0,0,98116,2560,6300,5,611206.0
2,1.0,1280,1638400,5250,1.0,0,0,4,7,1140,1299600,140,19600,98126,1050,5250,9,350000.0
4,2.5,3800,14440000,22029,2.0,0,0,3,9,3800,14440000,0,0,98053,3170,24979,4,894000.0
2,1.0,930,864900,5368,1.0,0,0,4,7,930,864900,0,0,98115,1770,6000,9,420000.0
5,2.0,1930,3724900,9747,1.0,0,0,4,7,1020,1040400,910,828100,98028,2040,9370,5,400000.0
3,3.0,2980,8880400,28000,1.0,0,0,3,10,1820,3312400,1160,1345600,98052,2570,28500,5,675000.0
4,2.5,2800,7840000,8494,2.0,0,0,3,8,2800,7840000,0,0,98038,3740,8494,5,426000.0
4,2.25,3190,10176100,11597,2.0,0,0,3,10,2300,5290000,890,792100,98074,2990,10679,6,750000.0
3,1.75,1710,2924100,10800,1.0,0,0,4,7,1710,2924100,0,0,98028,1890,10800,6,368000.0
3,1.0,1980,3920400,6450,1.0,0,0,4,6,1120,1254400,860,739600,98106,1180,5160,3,342000.0
3,1.75,1910,3648100,4800,1.0,0,0,3,7,1080,1166400,830,688900,98103,1750,4800,6,700000.0
