sqft_living,grade,sqft_above,bathrooms,quartier,view,sqft_basement,bedrooms,waterfront,floors
1980,7,1980,2.5,0,0,0,4,0,2.0
2220,9,1790,1.5,0,3,430,3,0,2.0
1250,7,1250,1.5,1,0,0,3,0,1.0
1660,7,1660,2.5,0,0,0,4,0,2.0
1300,7,1300,2.0,0,0,0,4,0,1.0
990,6,990,1.0,0,0,0,3,0,1.0
2330,8,2330,2.25,0,0,0,4,0,2.0
2290,7,1250,1.75,0,0,1040,3,0,1.0
1600,7,1600,2.0,0,0,0,3,0,1.0
1070,7,1070,1.0,0,0,0,3,0,1.0
2530,8,1320,2.25,1,0,1210,4,0,1.0
2770,8,1640,2.75,1,1,1130,3,0,1.0
1460,7,1460,1.0,0,0,0,3,0,1.0
3460,10,3020,3.25,0,1,440,4,0,2.0
1360,7,1060,1.75,0,0,300,5,0,1.0
2050,8,1540,2.75,0,0,510,4,0,1.0
2680,8,2680,2.25,0,0,0,4,0,2.0
1310,6,1310,1.75,0,0,0,3,0,1.0
2440,8,1640,3.0,0,0,800,3,0,2.0
3580,9,3580,2.5,1,0,0,5,0,2.0
670,5,670,1.0,0,0,0,2,0,1.0
3760,8,2470,3.0,0,0,1290,4,0,2.0
600,4,600,1.0,0,0,0,2,0,1.0
1760,7,1760,1.75,0,0,0,3,0,1.0
2050,7,1250,1.75,0,0,800,4,0,1.0
1425,8,1425,2.5,0,0,0,3,0,3.0
3020,8,1730,2.5,1,0,1290,4,0,1.0
1730,8,1730,1.75,0,0,0,4,0,1.0
1340,7,1340,1.75,0,2,0,3,0,1.0
1460,8,1460,1.0,0,0,0,3,0,1.0
690,5,690,1.0,0,0,0,2,0,1.0
2600,8,2600,2.5,0,0,0,4,0,2.0
3280,9,2440,3.5,0,0,840,5,0,2.0
1310,7,1310,1.0,0,0,0,3,0,1.0
2110,8,2110,2.25,0,0,0,3,0,2.0
2160,9,2160,3.5,0,0,0,5,0,3.0
1700,8,1700,2.5,0,0,0,3,0,2.0
1440,7,1440,1.0,0,0,0,3,0,1.5
1260,7,940,2.5,0,0,320,3,0,2.0
1140,7,630,1.5,0,1,510,2,0,1.0
2950,8,2120,2.75,0,0,830,4,0,1.0
2390,9,2390,2.5,0,0,0,4,0,2.0
1600,6,800,1.0,0,2,800,3,0,1.0
1440,8,1440,1.0,0,0,0,3,0,1.5
1110,7,1010,1.0,0,0,100,2,0,1.0
2200,6,2200,3.0,0,0,0,4,0,1.0
2760,7,1380,1.75,0,0,1380,3,0,1.0
1240,7,800,1.0,0,0,440,3,0,1.0
1400,8,1400,2.25,1,0,0,3,0,2.0
1590,8,1590,2.25,0,0,0,3,0,3.0
1640,8,1340,1.75,0,0,300,2,0,1.0
1350,6,860,1.0,0,0,490,3,0,1.0
1580,8,1580,1.75,0,0,0,3,0,1.0
1380,8,1380,3.0,0,0,0,3,0,3.0
1900,8,1900,2.5,0,0,0,4,0,2.0
2700,9,2700,2.5,0,0,0,4,0,2.0
2020,7,1350,2.75,0,0,670,4,0,1.0
1870,7,1870,2.25,0,0,0,4,0,2.0
1910,7,1340,1.75,0,0,570,3,0,1.0
840,7,840,1.0,0,0,0,2,0,1.0
2490,9,1490,2.75,0,2,1000,4,0,2.0
2400,8,2400,2.5,0,0,0,3,0,2.0
1010,7,1010,1.5,0,0,0,2,0,1.0
2250,9,2250,2.25,0,0,0,4,0,2.0
2830,11,2830,2.5,0,0,0,3,0,2.0
2230,7,1330,1.5,0,0,900,4,0,1.5
3190,10,3190,2.5,0,0,0,4,0,2.0
2410,8,2410,2.5,1,0,0,3,0,1.5
1430,7,980,2.0,0,0,450,3,0,1.0
2250,7,2250,2.5,0,0,0,4,0,2.0
1000,6,1000,1.0,0,0,0,2,0,1.0
2580,9,2580,2.5,0,0,0,3,0,2.0
1510,7,1010,2.0,0,0,500,2,0,1.0
3040,8,1430,2.25,0,0,1610,4,0,1.0
2350,7,1600,2.0,0,0,750,3,0,1.0
1900,8,1900,2.5,0,0,0,2,0,2.0
1940,7,1940,2.5,0,0,0,4,0,2.0
1890,7,1890,1.75,0,0,0,3,0,2.0
2450,8,1960,3.5,0,4,490,3,0,2.0
3060,10,2460,3.25,0,0,600,3,0,2.0
900,6,900,1.0,0,0,0,2,0,1.0
1100,7,1100,1.0,0,0,0,2,0,1.0
2560,9,1280,2.25,0,0,1280,3,0,1.0
1330,7,1120,1.0,0,0,210,3,0,1.0
960,6,960,1.0,0,0,0,3,0,1.5
690,5,690,1.0,0,0,0,1,0,1.0
1010,7,1010,1.0,0,0,0,3,0,1.0
1650,8,1650,2.5,0,0,0,3,0,2.0
1430,6,1430,1.75,0,0,0,3,0,1.0
1070,7,720,2.5,0,0,350,3,0,2.0
1410,7,1410,2.0,0,0,0,3,0,1.0
1570,7,980,1.75,0,2,590,3,0,1.0
2020,7,1310,2.5,0,0,710,3,0,1.0
990,6,990,1.0,0,0,0,3,0,1.0
1580,7,1080,2.0,0,0,500,3,0,1.0
1260,7,1260,2.0,0,0,0,3,0,1.0
2920,7,2920,1.75,0,0,0,3,0,1.0
1670,7,1670,3.0,0,0,0,3,0,1.0
1040,6,1040,1.0,0,0,0,3,0,1.0
2000,7,1200,1.75,0,3,800,3,0,1.0
2510,8,1810,2.25,0,2,700,3,0,1.5
1630,8,1320,2.5,1,0,310,3,0,2.0
1220,6,1220,1.0,0,0,0,4,0,1.5
1232,7,1232,2.5,0,0,0,3,0,3.0
1110,7,1110,1.0,0,0,0,3,0,1.0
1540,6,1540,2.0,0,0,0,3,0,1.0
3110,9,3110,2.75,0,0,0,5,0,2.0
2370,8,1650,2.25,0,0,720,3,0,1.0
1360,7,1360,1.75,0,0,0,3,0,1.0
2930,9,2930,2.75,0,0,0,5,0,2.0
1970,7,1590,1.75,0,0,380,3,0,1.0
2770,8,2770,2.5,0,0,0,4,0,2.0
2400,7,1210,2.0,0,0,1190,5,0,1.0
1340,7,1340,2.0,0,0,0,3,0,1.0
1920,7,1470,1.75,1,0,450,4,0,1.0
1150,6,1150,1.0,0,0,0,2,0,1.0
1440,7,1040,1.0,0,0,400,3,0,1.0
1000,7,1000,1.0,0,0,0,3,0,1.0
2710,9,1480,2.75,0,4,1230,3,0,1.5
3340,11,3340,2.75,0,0,0,4,0,2.0
1500,7,1000,1.0,0,0,500,3,0,1.0
3050,9,3050,2.25,0,0,0,3,0,2.0
670,6,670,1.0,0,0,0,2,0,1.0
3240,8,2020,2.5,0,1,1220,5,0,1.0
770,4,770,1.0,0,0,0,2,0,1.0
2181,8,2181,2.5,0,0,0,4,0,2.0
1690,7,1690,2.5,0,0,0,3,0,2.0
4280,11,3400,2.5,1,0,880,4,0,2.0
1220,7,1220,1.75,1,0,0,3,0,1.0
2150,7,1270,2.0,0,0,880,6,0,1.0
1280,7,860,1.75,0,0,420,4,0,1.0
1720,7,860,1.75,0,0,860,2,0,1.0
1640,6,1500,1.0,1,0,140,3,0,1.5
1260,7,1110,1.75,0,0,150,3,0,1.0
1370,9,1370,2.0,0,0,0,4,0,2.0
1420,7,1080,1.75,0,0,340,4,0,1.0
2060,8,1370,2.0,0,1,690,4,0,1.0
1740,7,1230,2.0,0,0,510,3,0,1.0
1690,7,990,2.5,0,0,700,5,0,1.5
3620,9,3620,2.5,0,0,0,4,0,2.0
1330,7,1330,1.0,0,0,0,3,0,2.0
2280,8,1140,2.0,0,0,1140,5,0,1.0
1440,8,1440,2.0,0,0,0,3,0,1.0
840,6,840,1.0,0,0,0,3,0,1.0
1430,6,1430,2.0,0,0,0,5,0,1.5
2990,10,2990,2.5,0,0,0,4,0,2.0
1330,7,1330,1.5,0,0,0,3,0,1.0
1290,7,1290,2.0,0,0,0,3,0,1.0
1350,8,1050,2.25,0,0,300,3,0,2.0
3830,9,3830,3.5,0,0,0,4,0,2.0
2890,8,2890,2.5,0,0,0,3,0,2.0
1150,8,1150,1.0,0,0,0,3,0,1.0
1010,6,1010,1.0,0,0,0,2,0,1.0
1240,7,1240,1.0,0,0,0,2,0,1.0
1620,7,1310,1.75,0,0,310,3,0,1.0
1630,7,1630,1.5,0,0,0,3,0,1.0
4690,10,3680,3.25,0,2,1010,4,0,2.0
1760,7,1230,1.0,0,0,530,4,0,1.0
1330,7,960,1.0,0,0,370,3,0,1.0
2320,8,1420,1.75,0,2,900,3,0,1.0
844,7,844,0.0,0,0,0,0,0,1.0
1310,7,1310,1.0,0,0,0,3,0,1.0
3160,7,1580,2.5,1,0,1580,5,0,1.0
1670,8,1670,2.5,0,0,0,3,0,2.0
1760,7,1160,1.5,0,0,600,3,0,1.0
2840,9,2840,2.5,0,0,0,3,0,2.0
1340,7,1340,1.75,0,0,0,3,0,1.0
2290,7,1490,2.25,0,4,800,4,1,1.0
2570,7,2570,3.0,0,2,0,4,0,2.0
870,6,870,1.0,0,2,0,2,0,1.0
1950,7,1450,1.0,0,0,500,5,0,1.5
1710,7,1710,2.0,0,0,0,4,0,1.5
1450,7,1450,2.0,0,0,0,4,0,1.0
1630,7,1630,2.5,0,0,0,3,0,2.0
2160,8,2160,2.0,0,1,0,4,0,1.5
960,6,960,1.5,1,0,0,3,0,1.0
1170,8,1170,2.5,0,0,0,2,0,2.0
2850,7,2850,5.0,1,0,0,6,0,2.0
1020,7,1020,1.0,1,0,0,3,0,1.0
1370,7,1370,1.0,0,0,0,3,0,1.0
1830,7,1460,2.25,0,0,370,3,0,1.0
2350,8,2350,2.5,0,0,0,3,0,2.0
1370,8,1370,1.0,0,0,0,3,0,2.0
1780,7,1290,1.75,0,0,490,3,0,1.0
2960,9,2190,3.25,0,0,770,4,0,2.0
1088,7,1088,1.5,0,0,0,2,0,2.0
1850,8,1850,2.0,0,0,0,4,0,1.0
1810,8,1450,2.25,0,0,360,3,0,1.0
890,6,890,1.0,0,0,0,3,0,1.0
3120,9,3120,2.5,0,0,0,4,0,2.0
1310,7,950,1.0,0,0,360,2,0,1.0
2220,7,2220,2.5,0,0,0,4,0,2.0
1550,7,1050,1.5,0,0,500,4,0,1.0
780,6,780,1.0,0,0,0,2,0,1.0
830,7,830,1.0,0,0,0,2,0,1.0
1170,6,1170,1.0,0,2,0,2,0,1.0
2170,7,1630,2.5,0,0,540,4,0,2.0
1260,8,1260,2.5,0,0,0,3,0,3.0
2090,8,1510,3.25,0,0,580,3,0,1.0
930,8,930,1.0,0,0,0,2,0,1.0
2900,8,1660,2.5,0,0,1240,4,0,1.0
1820,8,1820,2.25,0,0,0,3,0,2.0
3900,12,3900,2.5,0,0,0,2,0,2.0
1200,6,880,2.0,0,0,320,3,0,1.0
1980,7,1980,2.75,0,0,0,4,0,1.0
4150,10,4150,3.5,0,0,0,4,0,2.0
1560,8,1560,1.75,0,0,0,3,0,1.0
1470,7,1470,1.75,0,0,0,3,0,1.0
3560,10,3560,3.5,0,0,0,4,0,2.0
1020,6,1020,1.5,0,0,0,3,0,1.0
1650,7,1100,1.75,0,0,550,3,0,1.0
1190,7,1190,1.5,0,0,0,3,0,1.0
1050,7,1050,1.0,0,0,0,2,0,1.0
3110,11,2040,2.5,0,4,1070,4,0,2.0
1800,7,1800,2.5,0,0,0,4,0,2.0
2630,7,1470,4.0,0,0,1160,4,0,1.0
1860,7,1170,2.5,0,0,690,4,0,1.5
1710,8,1710,2.5,0,0,0,3,0,2.0
2750,8,2750,1.75,0,0,0,6,0,2.0
1480,6,840,1.75,0,0,640,2,0,1.0
1730,7,1380,1.0,0,0,350,2,0,1.0
3210,10,3210,2.5,0,0,0,4,0,2.0
1460,7,1460,1.5,0,0,0,4,0,1.0
1240,7,1240,1.5,0,0,0,3,0,1.0
1850,7,1060,1.75,0,0,790,2,0,1.0
2280,8,2280,2.5,0,0,0,4,0,2.0
3620,8,3220,2.0,1,0,400,3,0,2.0
2830,8,1830,2.75,0,3,1000,3,1,1.0
1160,7,1160,1.0,1,0,0,3,0,1.0
2130,8,2130,2.5,0,0,0,3,0,2.0
2130,8,2130,2.5,0,0,0,4,0,2.0
1460,7,960,1.75,0,0,500,2,0,1.0
1510,7,1510,2.0,0,0,0,3,0,2.0
2580,7,1620,2.75,0,0,960,4,0,1.0
2030,7,1330,1.5,0,0,700,3,0,1.0
2590,9,2590,2.5,0,0,0,4,0,2.0
1880,7,1880,2.0,0,0,0,3,0,2.0
1120,6,1120,1.0,0,0,0,2,0,1.0
2700,8,2100,2.75,0,0,600,4,0,2.0
3148,9,3148,2.5,0,3,0,4,0,2.0
1200,7,950,1.0,0,0,250,3,0,1.0
820,7,820,1.0,0,0,0,2,0,1.0
1630,7,1630,2.0,0,0,0,4,0,1.5
2790,8,2790,2.5,0,0,0,4,0,2.0
1240,7,1150,2.25,0,0,90,2,0,2.0
970,6,970,1.0,0,0,0,2,0,1.0
1160,7,1160,1.5,0,0,0,2,0,2.0
2300,8,1600,2.5,0,2,700,4,0,1.0
1900,8,1220,1.75,0,0,680,3,0,1.0
1350,7,1350,1.0,0,0,0,3,0,1.5
1000,8,1000,1.75,0,0,0,2,0,1.0
790,8,700,1.5,0,0,90,2,0,2.0
2470,7,2470,2.5,0,3,0,4,0,2.0
1590,5,1590,2.75,0,0,0,2,0,1.5
3050,8,1550,2.5,0,0,1500,4,0,1.0
2660,8,1920,3.5,0,0,740,4,0,2.0
1100,7,1100,2.0,0,0,0,2,0,1.5
2380,8,1530,2.25,0,0,850,4,0,2.0
1210,6,1210,1.0,0,0,0,3,0,1.0
740,5,740,1.0,0,0,0,2,0,1.0
3890,8,2390,3.75,0,2,1500,3,0,1.0
1220,7,1220,1.0,0,0,0,3,0,1.0
2170,8,2170,2.5,0,0,0,3,0,2.0
1900,7,1200,1.75,0,0,700,2,0,1.0
1480,7,1480,1.0,0,0,0,3,0,1.5
3590,9,3140,3.5,0,2,450,4,0,2.0
4380,8,2780,3.5,0,0,1600,3,0,2.0
1760,7,1760,1.75,0,0,0,3,0,1.0
2230,8,2230,2.5,0,0,0,4,0,2.0
2420,7,1670,2.75,0,0,750,4,0,1.0
1840,7,1270,2.25,0,0,570,3,0,1.0
1610,7,1190,2.5,0,0,420,3,0,1.0
1710,7,1710,1.75,1,0,0,4,0,1.0
1930,7,1440,2.5,0,3,490,3,0,1.0
1200,7,1200,1.0,0,0,0,3,0,1.5
1500,8,1240,3.5,0,0,260,3,0,2.0
1920,7,1920,2.5,0,2,0,4,0,2.0
4610,11,4610,4.25,0,4,0,5,0,2.0
1860,9,1240,2.5,0,0,620,3,0,2.0
2080,6,2080,1.75,0,0,0,3,0,1.0
1000,7,1000,1.5,1,0,0,3,0,1.0
1890,7,1350,2.25,0,0,540,4,0,1.5
1740,7,1020,1.0,0,0,720,4,0,1.0
2180,7,1420,2.5,0,0,760,4,0,1.5
4200,11,3600,4.0,1,2,600,3,0,2.0
3220,8,3220,2.5,0,0,0,4,0,2.0
1290,7,1290,1.0,0,0,0,2,0,1.5
2220,8,1700,2.25,0,0,520,3,0,1.0
3200,7,2160,2.5,1,0,1040,5,0,1.0
1440,7,1440,1.75,1,0,0,4,0,1.0
1440,7,1440,2.5,0,0,0,3,0,1.0
3050,9,3050,2.5,0,0,0,4,0,2.0
1340,8,1340,2.0,0,0,0,2,0,1.0
1350,7,1350,2.0,0,0,0,3,0,1.0
3130,8,3130,2.5,0,0,0,4,0,2.0
2430,8,1730,2.5,0,0,700,3,0,2.0
2400,7,1450,2.75,0,0,950,5,0,1.0
1160,7,1160,1.5,0,0,0,3,0,1.0
1040,7,860,1.0,0,0,180,3,0,1.0
2630,8,2630,2.5,0,0,0,4,0,2.0
1030,6,1030,1.5,0,0,0,3,0,1.0
5250,10,5250,4.5,0,0,0,4,0,2.0
1020,7,1020,1.0,0,0,0,3,0,1.0
1220,6,1220,1.75,0,0,0,2,0,1.0
1990,8,1990,2.25,0,0,0,4,0,1.0
2710,9,2710,2.5,0,0,0,4,0,2.0
2440,7,2440,2.75,0,1,0,4,0,2.0
2460,9,2460,2.5,0,0,0,3,0,2.0
1660,7,1660,1.75,0,0,0,3,0,2.0
2056,7,2056,2.5,0,0,0,3,0,2.0
2150,7,1290,2.5,0,0,860,4,0,1.5
2100,8,1660,3.0,0,0,440,3,0,2.0
2420,7,1640,2.25,0,0,780,3,0,1.5
2920,7,1800,2.75,0,0,1120,5,0,1.5
1840,8,1840,1.75,0,0,0,3,0,1.0
1790,7,1790,2.0,0,0,0,3,0,1.0
3990,9,2400,3.25,0,0,1590,5,0,2.0
2740,9,2740,2.5,0,0,0,4,0,2.0
1830,7,1830,3.0,0,0,0,4,0,2.0
2190,8,2190,2.75,0,0,0,4,0,2.0
5670,11,5670,4.5,0,2,0,4,0,2.0
2350,8,2000,2.0,0,1,350,6,0,2.0
3870,10,2530,4.5,0,0,1340,4,0,2.0
1230,9,1050,1.25,1,0,180,2,0,2.0
2470,8,2470,3.0,0,0,0,6,0,2.0
720,6,720,1.5,0,0,0,2,0,1.0
1810,8,1440,3.5,0,0,370,3,0,2.0
1680,7,1080,2.5,0,0,600,3,0,1.0
2630,10,2200,3.5,0,0,430,4,0,2.0
1330,8,1330,1.75,0,0,0,3,0,1.0
3000,8,1970,3.0,0,3,1030,4,0,1.5
570,5,570,1.0,0,0,0,1,0,1.0
3040,8,1890,2.25,0,0,1150,6,0,1.0
2970,7,1510,2.5,0,0,1460,3,0,1.0
1550,6,1550,1.0,0,0,0,4,0,1.5
2550,8,2550,2.75,0,0,0,5,0,1.5
1450,6,750,2.0,1,0,700,2,0,1.0
2340,8,1810,1.0,0,0,530,5,0,2.0
4160,12,3690,3.25,1,2,470,3,0,3.0
2168,7,2168,2.0,0,1,0,3,0,2.0
2570,9,2570,2.25,1,0,0,4,0,2.5
3440,10,3440,3.25,1,0,0,4,0,2.0
4080,10,4080,3.5,0,3,0,3,0,1.5
4410,12,3420,3.5,1,2,990,4,0,2.0
2300,8,1300,2.25,0,0,1000,3,0,1.0
2780,8,2780,2.5,0,0,0,5,0,2.0
3630,10,3630,2.75,0,0,0,4,0,2.0
3170,10,2340,3.5,1,0,830,4,0,2.0
1980,7,1280,1.0,0,0,700,3,0,1.0
1330,7,1330,1.5,0,0,0,3,0,1.0
2100,8,1400,2.75,0,0,700,4,0,1.0
2320,8,2320,2.5,0,0,0,4,0,2.0
1090,7,1090,1.0,0,0,0,3,0,1.0
1190,7,1190,1.0,0,0,0,3,0,1.0
4030,10,4030,3.5,0,0,0,4,0,2.0
3740,9,3060,3.0,0,0,680,4,0,2.0
3710,9,2340,2.75,1,3,1370,5,0,1.5
1570,8,1570,2.25,0,0,0,3,0,3.0
1620,7,830,1.75,0,0,790,3,0,1.0
2483,8,2483,3.0,0,0,0,4,0,2.0
1260,7,1260,2.0,0,0,0,3,0,2.0
1160,8,1000,2.25,1,0,160,2,0,2.0
4040,9,2900,2.5,0,0,1140,3,0,2.0
1370,6,1120,1.0,0,0,250,6,0,1.5
1470,7,980,2.5,0,0,490,4,0,2.0
2490,8,2490,2.25,0,0,0,4,0,2.0
910,6,910,1.0,0,0,0,2,0,1.0
1260,6,1260,1.0,0,0,0,3,0,1.0
1200,6,1200,1.0,0,0,0,3,0,1.5
2280,8,2280,2.5,0,0,0,4,0,2.0
2840,7,1420,1.75,0,0,1420,3,0,1.0
2510,8,2510,2.25,1,0,0,5,0,2.0
2160,8,2160,2.5,0,0,0,3,0,2.0
3820,9,2850,2.75,0,0,970,4,0,2.0
2770,9,2770,2.5,0,0,0,4,0,2.0
1670,7,1670,2.5,0,0,0,3,0,2.0
4890,9,3590,3.5,0,0,1300,5,0,2.0
2530,7,1700,2.75,1,0,830,4,0,1.0
2130,8,1530,3.5,0,2,600,3,0,2.0
1910,9,1910,1.75,1,0,0,5,0,2.0
1510,8,1510,1.5,0,0,0,2,0,2.0
1790,7,1050,1.75,0,0,740,4,0,1.0
1230,6,1230,1.75,0,0,0,3,0,1.0
1580,8,1580,2.0,0,0,0,2,0,1.0
2140,7,1620,1.75,0,0,520,3,0,1.5
2290,7,1690,4.0,0,0,600,4,0,1.5
840,6,840,1.0,0,0,0,2,0,1.0
1120,8,760,2.0,0,0,360,2,0,2.0
2720,8,2720,2.5,0,0,0,4,0,2.0
1730,8,1730,2.5,0,0,0,3,0,2.0
3550,7,3550,2.75,1,0,0,5,0,2.0
2130,7,2130,2.25,0,0,0,4,0,1.0
1410,7,740,2.0,0,0,670,3,0,1.0
1140,8,1140,1.0,0,0,0,3,0,1.0
1430,7,1430,1.75,0,0,0,3,0,1.0
1280,7,1280,1.0,0,0,0,3,0,1.0
910,5,910,1.0,0,0,0,2,0,1.0
1370,8,1150,2.0,0,0,220,2,0,2.0
1380,7,1380,2.25,0,0,0,3,0,2.0
2570,9,2570,2.5,0,0,0,4,0,2.0
2689,9,2689,2.5,0,0,0,4,0,2.0
1940,7,1290,1.75,0,0,650,3,0,1.0
2820,8,1920,2.25,0,0,900,4,0,1.0
1480,7,1480,2.5,0,0,0,3,0,2.0
3830,9,3830,3.25,0,0,0,5,0,2.0
2670,10,1720,2.75,0,0,950,3,0,1.0
1800,6,1800,1.75,0,0,0,4,0,1.5
1290,7,1290,1.0,0,0,0,3,0,1.5
2070,7,1340,2.5,0,0,730,5,0,1.0
1800,7,1200,1.5,0,0,600,3,0,1.0
2810,7,1710,2.25,0,1,1100,4,0,1.0
1450,7,1450,2.0,0,0,0,3,0,2.0
850,6,550,0.75,0,2,300,2,0,1.0
2060,7,1190,2.5,0,0,870,4,0,1.0
1170,7,1170,1.0,0,0,0,2,0,1.0
2960,10,2260,2.25,0,3,700,3,0,1.0
3320,8,1660,3.0,0,0,1660,6,0,1.0
2350,8,2350,2.5,0,0,0,4,0,2.0
1700,7,1700,2.5,0,0,0,4,0,2.0
830,6,830,1.0,0,0,0,2,0,1.0
1670,7,1100,2.0,0,0,570,3,0,1.0
1010,6,1010,1.75,0,0,0,1,0,1.0
1020,6,780,1.0,0,0,240,3,0,1.0
1180,10,780,1.75,0,0,400,2,0,2.0
1680,8,1120,2.5,0,0,560,2,0,2.0
5270,10,4010,3.25,1,1,1260,5,0,2.0
3700,11,2620,2.5,1,4,1080,4,0,1.0
2400,8,2400,2.5,0,0,0,4,0,2.0
2350,8,1810,2.0,1,0,540,3,0,1.5
810,6,810,1.0,0,0,0,2,0,1.0
2390,7,1290,2.75,0,0,1100,5,0,1.0
2630,8,2630,2.5,0,0,0,4,0,2.0
2680,8,2680,2.5,0,0,0,3,0,2.0
1900,8,1900,2.5,0,0,0,2,0,2.0
2900,8,2900,2.75,0,0,0,5,0,2.0
2480,8,2480,3.0,0,0,0,6,0,2.0
1780,8,1450,2.25,0,0,330,3,0,1.0
4040,10,4040,2.5,0,0,0,4,0,2.0
2870,9,2070,3.5,0,3,800,4,0,2.0
1250,7,1250,2.0,0,0,0,3,0,3.0
1370,8,1370,3.25,0,0,0,3,0,3.0
1850,8,1320,1.75,0,0,530,3,0,1.0
1430,7,1430,2.0,0,0,0,3,0,1.0
2080,7,2080,2.5,0,0,0,3,0,1.0
2440,10,2440,2.5,0,0,0,3,0,2.0
2620,9,2620,2.75,0,0,0,5,0,2.0
1020,7,1020,1.0,0,0,0,3,0,1.0
1990,8,1990,2.5,0,0,0,3,0,2.0
1300,7,1300,1.0,0,0,0,2,0,1.0
790,6,790,1.0,0,0,0,3,0,1.0
2760,9,2760,2.75,0,0,0,5,0,2.0
1290,7,950,2.0,0,0,340,2,0,1.0
3670,9,1950,1.75,1,2,1720,3,0,1.0
1720,7,1720,2.5,0,0,0,3,0,2.0
3130,9,3130,2.5,0,0,0,4,0,2.0
1390,7,1390,1.0,0,0,0,3,0,1.0
2140,8,1960,2.5,0,0,180,3,0,2.0
1710,8,1140,2.5,0,0,570,3,0,2.0
1489,7,1489,2.5,0,0,0,3,0,2.0
1050,8,960,1.5,0,0,90,2,0,2.0
2760,9,2120,3.5,0,0,640,3,0,2.0
1150,6,1150,1.0,0,0,0,4,0,1.5
2440,8,2440,2.5,0,0,0,4,0,2.0
3847,9,2299,2.75,0,2,1548,5,0,1.0
1820,7,1000,3.0,0,0,820,4,0,1.0
1260,7,1260,1.5,1,0,0,3,0,2.0
1020,8,1020,1.5,0,0,0,2,0,3.0
1150,7,860,2.0,0,0,290,2,0,1.0
1030,7,1030,1.0,0,0,0,3,0,1.0
1100,7,1100,1.0,0,0,0,3,0,1.0
1180,6,1180,1.0,0,0,0,3,0,1.5
1000,7,1000,1.0,0,0,0,3,0,1.0
850,6,850,1.0,0,0,0,1,0,1.0
3020,10,2230,3.5,1,0,790,5,0,2.0
1480,7,1480,1.0,0,0,0,3,0,1.0
4200,10,4200,3.25,0,0,0,4,0,2.0
1860,7,1080,1.5,0,0,780,4,0,1.0
4310,10,3140,3.5,0,2,1170,3,0,2.0
2120,8,1770,2.5,0,0,350,3,0,2.0
1510,7,1230,2.0,0,2,280,3,0,1.0
1610,8,1610,1.75,0,0,0,3,0,1.0
1670,7,1670,1.75,0,0,0,2,0,1.0
1030,6,1030,1.0,0,0,0,2,0,1.0
1500,8,1220,2.25,0,0,280,3,0,2.0
2390,8,1450,2.75,0,0,940,3,0,1.0
3760,9,2950,3.5,0,0,810,4,0,2.0
1820,8,1820,2.25,0,0,0,3,0,2.0
2530,7,1210,2.25,0,0,1320,4,0,1.0
1970,8,1970,1.75,0,0,0,3,0,1.0
1450,7,1450,2.0,0,0,0,4,0,1.0
1410,8,1410,1.5,0,0,0,3,0,1.0
1310,6,1160,1.0,0,0,150,4,0,1.5
2700,8,2700,2.75,0,0,0,4,0,2.0
3000,8,3000,2.0,0,2,0,1,0,2.5
2860,8,2160,2.5,0,0,700,5,0,2.0
860,6,860,2.0,0,0,0,2,0,1.0
1710,8,1110,2.5,0,0,600,4,0,1.0
1730,7,1400,1.75,0,0,330,3,0,1.0
4240,10,4240,4.5,1,0,0,4,0,2.0
1850,8,1660,1.5,1,0,190,4,0,2.0
1760,7,880,1.75,0,0,880,4,0,1.0
1340,7,1340,2.0,0,0,0,3,0,1.5
3890,10,3890,3.75,0,0,0,4,0,2.0
990,7,990,1.0,0,0,0,2,0,2.0
2870,8,1790,2.0,0,1,1080,3,0,1.5
1430,7,1190,2.5,0,0,240,3,0,1.0
4240,10,3550,3.25,0,3,690,4,0,2.0
1240,7,1150,2.25,0,0,90,2,0,2.0
1790,7,1790,2.5,0,0,0,4,0,2.0
1040,7,870,1.5,0,0,170,2,0,1.0
1760,7,1760,1.5,0,0,0,4,0,1.5
5360,9,3270,3.5,0,0,2090,4,0,1.0
1750,7,1490,2.0,0,0,260,3,0,1.0
2170,9,1550,2.75,0,0,620,3,0,1.5
2730,8,1670,3.0,0,0,1060,5,0,1.0
1230,7,1230,1.0,0,0,0,3,0,1.0
2550,9,2550,2.5,0,0,0,4,0,2.0
1590,6,1590,1.75,0,0,0,3,0,1.5
1440,6,720,1.0,0,0,720,3,0,1.0
1060,7,1060,1.0,0,0,0,3,0,1.0
2340,6,2340,2.0,0,0,0,4,0,1.5
1220,7,1220,1.5,0,0,0,3,0,1.5
2780,8,2780,2.5,0,0,0,4,0,2.0
2620,9,2620,2.5,0,0,0,4,0,2.0
1240,7,1240,2.0,0,0,0,3,0,1.0
1600,8,1360,3.25,0,0,240,3,0,2.0
1400,5,1400,1.75,0,0,0,5,0,1.0
1120,6,1120,1.0,0,0,0,2,0,1.5
1110,6,740,1.0,0,0,370,2,0,1.0
1700,7,1130,1.5,1,0,570,3,0,1.0
2400,8,2400,2.5,0,0,0,4,0,2.0
2890,8,1790,2.25,0,4,1100,3,0,2.0
1810,7,1110,2.0,0,0,700,4,0,1.0
4670,11,4670,2.5,0,0,0,5,0,2.0
1830,7,1010,1.75,0,2,820,3,0,1.0
2210,7,1510,2.25,0,0,700,3,0,1.0
960,6,960,1.0,1,1,0,2,0,1.0
1090,8,960,2.5,0,0,130,3,0,2.0
